Sigla,Código,Município,Renda per capita média,Ano
MG,3155900,Rio Preto,"501,52",
MG,3156007,Rio Vermelho,"271,44",
MG,3156106,Ritápolis,"453,87",
MG,3156205,Rochedo de Minas,"494,36",
MG,3156304,Rodeiro,"635,26",
MG,3156403,Romaria,"716,47",
MG,3156452,Rosário da Limeira,"465,89",
MG,3156502,Rubelita,"248,99",
MG,3156601,Rubim,"311,79",
MG,3156700,Sabará,"619,93",
MG,3156809,Sabinópolis,"420,36",
MG,3156908,Sacramento,"732,35",
MG,3157005,Salinas,"613,65",
MG,3157104,Salto da Divisa,"306,04",
MG,3157203,Santa Bárbara,"535,84",
MG,3157252,Santa Bárbara do Leste,"351,59",
MG,3157278,Santa Bárbara do Monte Verde,"371,34",
MG,3157302,Santa Bárbara do Tugúrio,"370,7",
MG,3157336,Santa Cruz de Minas,"485,28",
MG,3157377,Santa Cruz de Salinas,"242,55",
MG,3157401,Santa Cruz do Escalvado,"374,23",
MG,3157500,Santa Efigênia de Minas,"293,27",
MG,3157609,Santa Fé de Minas,"313,25",
MG,3157658,Santa Helena de Minas,"218,43",
MG,3157708,Santa Juliana,735,
MG,3157807,Santa Luzia,"557,62",
MG,3157906,Santa Margarida,"416,11",
MG,3158003,Santa Maria de Itabira,"382,99",
MG,3158102,Santa Maria do Salto,"321,15",
MG,3158201,Santa Maria do Suaçuí,"401,16",
MG,3158300,Santana da Vargem,"553,7",
MG,3158409,Santana de Cataguases,"437,81",
MG,3158508,Santana de Pirapama,"373,14",
MG,3158607,Santana do Deserto,"484,73",
MG,3158706,Santana do Garambéu,"452,48",
MG,3158805,Santana do Jacaré,"470,2",
MG,3158904,Santana do Manhuaçu,"383,28",
MG,3158953,Santana do Paraíso,"495,81",
MG,3159001,Santana do Riacho,"432,77",
MG,3159100,Santana dos Montes,"352,48",
MG,3159209,Santa Rita de Caldas,"597,4",
MG,3159308,Santa Rita de Jacutinga,"535,45",
MG,3159357,Santa Rita de Minas,"395,61",
MG,3159407,Santa Rita de Ibitipoca,"391,79",
MG,3159506,Santa Rita do Itueto,"352,98",
MG,3159605,Santa Rita do Sapucaí,"738,4",
MG,3159704,Santa Rosa da Serra,"603,01",
MG,3159803,Santa Vitória,"698,7",
MG,3159902,Santo Antônio do Amparo,"431,56",
MG,3160009,Santo Antônio do Aventureiro,"485,5",
MG,3160108,Santo Antônio do Grama,"393,12",
MG,3160207,Santo Antônio do Itambé,"225,85",
MG,3160306,Santo Antônio do Jacinto,"286,56",
MG,3160405,Santo Antônio do Monte,"781,49",
MG,3160454,Santo Antônio do Retiro,"183,75",
MG,3160504,Santo Antônio do Rio Abaixo,"370,28",
MG,3160603,Santo Hipólito,"431,72",
MG,3160702,Santos Dumont,"578,64",
MG,3160801,São Bento Abade,"458,65",
MG,3160900,São Brás do Suaçuí,"532,9",
MG,3160959,São Domingos das Dores,"338,29",
MG,3161007,São Domingos do Prata,"531,92",
MG,3161056,São Félix de Minas,"312,33",
MG,3161106,São Francisco,"325,23",
MG,3161205,São Francisco de Paula,"484,92",
MG,3161304,São Francisco de Sales,"665,68",
MG,3161403,São Francisco do Glória,"449,2",
MG,3161502,São Geraldo,"474,14",
MG,3161601,São Geraldo da Piedade,"391,27",
MG,3161650,São Geraldo do Baixio,"404,81",
MG,3161700,São Gonçalo do Abaeté,"502,57",
MG,3161809,São Gonçalo do Pará,"558,07",
MG,3161908,São Gonçalo do Rio Abaixo,"479,04",
MG,3162005,São Gonçalo do Sapucaí,"648,31",
MG,3162104,São Gotardo,"795,14",
MG,3162203,São João Batista do Glória,"676,07",
MG,3162252,São João da Lagoa,"286,35",
MG,3162302,São João da Mata,"538,08",
MG,3162401,São João da Ponte,"258,77",
MG,3162450,São João das Missões,"181,77",
MG,3162500,São João del Rei,"764,74",
MG,3162559,São João do Manhuaçu,"484,15",
MG,3162575,São João do Manteninha,"385,78",
MG,3162609,São João do Oriente,"404,69",
MG,3162658,São João do Pacuí,"346,53",
MG,3162708,São João do Paraíso,"300,81",
MG,3162807,São João Evangelista,"378,41",
MG,3162906,São João Nepomuceno,"608,32",
MG,3162922,São Joaquim de Bicas,"498,26",
MG,3162948,São José da Barra,"714,22",
MG,3162955,São José da Lapa,"540,26",
MG,3163003,São José da Safira,"334,87",
MG,3163102,São José da Varginha,"555,77",
MG,3163201,São José do Alegre,"537,13",
MG,3163300,São José do Divino,"396,81",
MG,3163409,São José do Goiabal,"476,92",
MG,3163508,São José do Jacuri,"298,57",
MG,3163607,São José do Mantimento,"359,93",
MG,3163706,São Lourenço,"831,32",
MG,3163805,São Miguel do Anta,"370,37",
MG,3163904,São Pedro da União,"549,49",
MG,3164001,São Pedro dos Ferros,"406,87",
MG,3164100,São Pedro do Suaçuí,"358,75",
MG,3164209,São Romão,"307,02",
MG,3164308,São Roque de Minas,"621,11",
MG,3164407,São Sebastião da Bela Vista,"573,43",
MG,3164431,São Sebastião da Vargem Alegre,"406,33",
MG,3164472,São Sebastião do Anta,"327,54",
MG,3164506,São Sebastião do Maranhão,"267,28",
MG,3164605,São Sebastião do Oeste,"545,07",
MG,3164704,São Sebastião do Paraíso,"775,73",
MG,3164803,São Sebastião do Rio Preto,"493,59",
MG,3164902,São Sebastião do Rio Verde,"442,98",
MG,3165008,São Tiago,"486,69",
MG,3165107,São Tomás de Aquino,"593,38",
MG,3165206,São Thomé das Letras,"428,33",
MG,3165305,São Vicente de Minas,"527,55",
MG,3165404,Sapucaí-Mirim,"497,65",
MG,3165503,Sardoá,"321,6",
MG,3165537,Sarzedo,"648,26",
MG,3165552,Setubinha,"224,63",
MG,3165560,Sem-Peixe,"386,22",
MG,3165578,Senador Amaral,"385,29",
MG,3165602,Senador Cortes,"581,34",
MG,3165701,Senador Firmino,"426,49",
MG,3165800,Senador José Bento,"493,87",
MG,3165909,Senador Modestino Gonçalves,"271,55",
MG,3166006,Senhora de Oliveira,"339,95",
MG,3166105,Senhora do Porto,"324,4",
MG,3166204,Senhora dos Remédios,"292,26",
MG,3166303,Sericita,"338,3",
MG,3166402,Seritinga,"476,43",
MG,3166501,Serra Azul de Minas,"226,22",
MG,3166600,Serra da Saudade,"494,31",
MG,3166709,Serra dos Aimorés,"464,82",
MG,3166808,Serra do Salitre,"715,23",
MG,3166907,Serrania,"470,34",
MG,3166956,Serranópolis de Minas,"351,46",
MG,3167004,Serranos,"425,18",
MG,3167103,Serro,"457,27",
MG,3167202,Sete Lagoas,"809,26",
MG,3167301,Silveirânia,"441,85",
MG,3167400,Silvianópolis,"647,64",
MG,3167509,Simão Pereira,"442,7",
MG,3167608,Simonésia,"383,01",
MG,3167707,Sobrália,"357,73",
MG,3167806,Soledade de Minas,"526,23",
MG,3167905,Tabuleiro,"503,88",
MG,3168002,Taiobeiras,"426,91",
MG,3168051,Taparuba,"344,16",
MG,3168101,Tapira,902,
MG,3168200,Tapiraí,"517,65",
MG,3168309,Taquaraçu de Minas,"436,05",
MG,3168408,Tarumirim,"364,41",
MG,3168507,Teixeiras,"568,91",
MG,3168606,Teófilo Otoni,"615,34",
MG,3168705,Timóteo,"786,68",
MG,3168804,Tiradentes,"802,39",
MG,3168903,Tiros,"634,3",
MG,3169000,Tocantins,"557,55",
MG,3169059,Tocos do Moji,"489,05",
MG,3169109,Toledo,"486,02",
MG,3169208,Tombos,"621,05",
MG,3169307,Três Corações,"749,86",
MG,3169356,Três Marias,"645,33",
MG,3169406,Três Pontas,"682,15",
MG,3169505,Tumiritinga,"366,89",
MG,3169604,Tupaciguara,"665,76",
MG,3169703,Turmalina,"446,26",
MG,3169802,Turvolândia,"649,97",
MG,3169901,Ubá,"739,56",
MG,3170008,Ubaí,"247,91",
MG,3170057,Ubaporanga,"342,3",
MG,3170107,Uberaba,"978,01",
MG,3170206,Uberlândia,"1001,45",
MG,3170305,Umburatiba,"332,13",
MG,3170404,Unaí,"720,51",
MG,3170438,União de Minas,"562,84",
MG,3170479,Uruana de Minas,"360,58",
MG,3170503,Urucânia,"397,46",
MG,3170529,Urucuia,"259,38",
MG,3170578,Vargem Alegre,"407,13",
MG,3170602,Vargem Bonita,"508,67",
MG,3170651,Vargem Grande do Rio Pardo,"265,02",
MG,3170701,Varginha,"904,57",
MG,3170750,Varjão de Minas,"528,14",
MG,3170800,Várzea da Palma,"413,59",
MG,3170909,Varzelândia,"238,92",
MG,3171006,Vazante,"650,88",
MG,3171030,Verdelândia,"233,27",
MG,3171071,Veredinha,"293,08",
MG,3171105,Veríssimo,"560,98",
MG,3171154,Vermelho Novo,"355,42",
MG,3171204,Vespasiano,"539,05",
MG,3171303,Viçosa,"892,25",
MG,3171402,Vieiras,"386,39",
MG,3171501,Mathias Lobato,"326,18",
MG,3171600,Virgem da Lapa,"305,36",
MG,3171709,Virgínia,"415,41",
MG,3171808,Virginópolis,"423,01",
MG,3171907,Virgolândia,"339,03",
MG,3172004,Visconde do Rio Branco,"658,96",
MG,3172103,Volta Grande,"515,46",
MG,3172202,Wenceslau Braz,"439,73",
MS,5000203,Água Clara,"642,97",
MS,5000252,Alcinópolis,"764,03",
MS,5000609,Amambaí,"561,14",
MS,5000708,Anastácio,"495,48",
MS,5000807,Anaurilândia,"538,13",
MS,5000856,Angélica,"592,27",
MS,5000906,Antônio João,"411,49",
MS,5001003,Aparecida do Taboado,"692,79",
MS,5001102,Aquidauana,"585,62",
MS,5001243,Aral Moreira,"398,5",
MS,5001508,Bandeirantes,"602,02",
MS,5001904,Bataguassu,"614,34",
MS,5002001,Batayporã,"631,47",
MS,5002100,Bela Vista,"621,23",
MS,5002159,Bodoquena,"500,13",
MS,5002209,Bonito,"679,03",
MS,5002308,Brasilândia,"709,29",
MS,5002407,Caarapó,"537,01",
MS,5002605,Camapuã,"685,77",
MS,5002704,Campo Grande,"1089,37",
MS,5002803,Caracol,"399,46",
MS,5002902,Cassilândia,"885,1",
MS,5002951,Chapadão do Sul,"896,92",
MS,5003108,Corguinho,"566,09",
MS,5003157,Coronel Sapucaia,"350,37",
MS,5003207,Corumbá,"627,1",
MS,5003256,Costa Rica,"693,05",
MS,5003306,Coxim,"703,01",
MS,5003454,Deodápolis,"596,5",
MS,5003488,Dois Irmãos do Buriti,"429,18",
MS,5003504,Douradina,"648,98",
MS,5003702,Dourados,"866,4",
MS,5003751,Eldorado,"530,89",
MS,5003801,Fátima do Sul,"701,87",
MS,5003900,Figueirão,"541,93",
MS,5004007,Glória de Dourados,"644,1",
MS,5004106,Guia Lopes da Laguna,"541,87",
MS,5004304,Iguatemi,"519,03",
MS,5004403,Inocência,"633,12",
MS,5004502,Itaporã,"487,51",
MS,5004601,Itaquiraí,"442,57",
MS,5004700,Ivinhema,"685,17",
MS,5004809,Japorã,"241,32",
MS,5004908,Jaraguari,"511,64",
MS,5005004,Jardim,"697,92",
MS,5005103,Jateí,"690,71",
MS,5005152,Juti,"446,17",
MS,5005202,Ladário,"575,16",
MS,5005251,Laguna Carapã,"536,02",
MS,5005400,Maracaju,"819,6",
MS,5005608,Miranda,"424,44",
MS,5005681,Mundo Novo,"652,56",
MS,5005707,Naviraí,"683,86",
MS,5005806,Nioaque,"480,75",
MS,5006002,Nova Alvorada do Sul,"830,08",
MS,5006200,Nova Andradina,"688,15",
MS,5006259,Novo Horizonte do Sul,"472,75",
MS,5006275,Paraíso das Águas,,
MS,5006309,Paranaíba,"738,58",
MS,5006358,Paranhos,"271,52",
MS,5006408,Pedro Gomes,"524,83",
MS,5006606,Ponta Porã,"653,36",
MS,5006903,Porto Murtinho,"539,19",
MS,5007109,Ribas do Rio Pardo,"552,58",
MS,5007208,Rio Brilhante,"705,6",
MS,5007307,Rio Negro,"631,11",
MS,5007406,Rio Verde de Mato Grosso,"570,74",
MS,5007505,Rochedo,"538,26",
MS,5007554,Santa Rita do Pardo,"471,42",
MS,5007695,São Gabriel do Oeste,"855,21",
MS,5007703,Sete Quedas,487,
MS,5007802,Selvíria,"510,94",
MS,5007901,Sidrolândia,"599,76",
MS,5007935,Sonora,"648,07",
MS,5007950,Tacuru,"367,68",
MS,5007976,Taquarussu,"478,38",
MS,5008008,Terenos,"460,32",
MS,5008305,Três Lagoas,"863,66",
MS,5008404,Vicentina,"583,56",
MT,5100102,Acorizal,"321,58",
MT,5100201,Água Boa,"720,74",
MT,5100250,Alta Floresta,"660,84",
MT,5100300,Alto Araguaia,"671,99",
MT,5100359,Alto Boa Vista,"362,66",
MT,5100409,Alto Garças,"651,91",
MT,5100508,Alto Paraguai,"360,06",
MT,5100607,Alto Taquari,"781,26",
MT,5100805,Apiacás,"504,04",
MT,5101001,Araguaiana,"519,03",
MT,5101209,Araguainha,"456,43",
MT,5101258,Araputanga,"639,18",
MT,5101308,Arenápolis,"540,59",
MT,5101407,Aripuanã,"558,26",
MT,5101605,Barão de Melgaço,"330,46",
MT,5101704,Barra do Bugres,"563,98",
MT,5101803,Barra do Garças,"789,99",
MT,5101837,Boa Esperança do Norte,,
MT,5101852,Bom Jesus do Araguaia,"500,5",
MT,5101902,Brasnorte,"602,75",
MT,5102504,Cáceres,"590,43",
MT,5102603,Campinápolis,"328,15",
MT,5102637,Campo Novo do Parecis,"823,32",
MT,5102678,Campo Verde,"878,37",
MT,5102686,Campos de Júlio,"1162,4",
MT,5102694,Canabrava do Norte,"370,81",
MT,5102702,Canarana,"774,65",
MT,5102793,Carlinda,"474,83",
MT,5102850,Castanheira,"520,54",
MT,5103007,Chapada dos Guimarães,"540,98",
MT,5103056,Cláudia,"700,38",
MT,5103106,Cocalinho,"531,41",
MT,5103205,Colíder,"758,67",
MT,5103254,Colniza,"411,69",
MT,5103304,Comodoro,"573,89",
MT,5103353,Confresa,"484,89",
MT,5103361,Conquista D'Oeste,"650,3",
MT,5103379,Cotriguaçu,"387,24",
MT,5103403,Cuiabá,"1161,49",
MT,5103437,Curvelândia,"480,92",
MT,5103452,Denise,"524,91",
MT,5103502,Diamantino,"681,66",
MT,5103601,Dom Aquino,"575,47",
MT,5103700,Feliz Natal,"786,26",
MT,5103809,Figueirópolis D'Oeste,"502,34",
MT,5103858,Gaúcha do Norte,"481,01",
MT,5103908,General Carneiro,"441,94",
MT,5103957,Glória D'Oeste,"564,35",
MT,5104104,Guarantã do Norte,"594,14",
MT,5104203,Guiratinga,"542,02",
MT,5104500,Indiavaí,"443,9",
MT,5104526,Ipiranga do Norte,"812,25",
MT,5104542,Itanhangá,"620,06",
MT,5104559,Itaúba,"680,94",
MT,5104609,Itiquira,"602,03",
MT,5104807,Jaciara,"742,81",
MT,5104906,Jangada,"271,99",
MT,5105002,Jauru,"511,39",
MT,5105101,Juara,"619,81",
MT,5105150,Juína,"763,35",
MT,5105176,Juruena,"448,89",
MT,5105200,Juscimeira,"542,77",
MT,5105234,Lambari D'Oeste,"516,75",
MT,5105259,Lucas do Rio Verde,"938,65",
MT,5105309,Luciára,"371,24",
MT,5105507,Vila Bela da Santíssima Trindade,"439,15",
MT,5105580,Marcelândia,"621,76",
MT,5105606,Matupá,"649,23",
MT,5105622,Mirassol d'Oeste,"718,18",
MT,5105903,Nobres,"533,53",
MT,5106000,Nortelândia,"466,17",
MT,5106109,Nossa Senhora do Livramento,"335,56",
MT,5106158,Nova Bandeirantes,"608,32",
MT,5106174,Nova Nazaré,"381,54",
MT,5106182,Nova Lacerda,"437,33",
MT,5106190,Nova Santa Helena,"824,04",
MT,5106208,Nova Brasilândia,"526,35",
MT,5106216,Nova Canaã do Norte,"591,9",
MT,5106224,Nova Mutum,"982,9",
MT,5106232,Nova Olímpia,"639,03",
MT,5106240,Nova Ubiratã,"599,32",
MT,5106257,Nova Xavantina,"674,44",
MT,5106265,Novo Mundo,"461,47",
MT,5106273,Novo Horizonte do Norte,"463,77",
MT,5106281,Novo São Joaquim,"480,73",
MT,5106299,Paranaíta,"540,22",
MT,5106307,Paranatinga,"547,43",
MT,5106315,Novo Santo Antônio,"428,26",
MT,5106372,Pedra Preta,"523,92",
MT,5106422,Peixoto de Azevedo,"589,21",
MT,5106455,Planalto da Serra,"366,39",
MT,5106505,Poconé,"436,83",
MT,5106653,Pontal do Araguaia,"589,32",
MT,5106703,Ponte Branca,"565,09",
MT,5106752,Pontes e Lacerda,"665,92",
MT,5106778,Porto Alegre do Norte,"449,5",
MT,5106802,Porto dos Gaúchos,"635,97",
MT,5106828,Porto Esperidião,"504,99",
MT,5106851,Porto Estrela,"280,21",
MT,5107008,Poxoréo,"463,98",
MT,5107040,Primavera do Leste,"990,05",
MT,5107065,Querência,"628,89",
MT,5107107,São José dos Quatro Marcos,"653,02",
MT,5107156,Reserva do Cabaçal,"434,88",
MT,5107180,Ribeirão Cascalheira,"512,31",
MT,5107198,Ribeirãozinho,"599,35",
MT,5107206,Rio Branco,"626,09",
MT,5107248,Santa Carmem,"635,43",
MT,5107263,Santo Afonso,"472,29",
MT,5107297,São José do Povo,"402,85",
MT,5107305,São José do Rio Claro,"580,99",
MT,5107354,São José do Xingu,"635,63",
MT,5107404,São Pedro da Cipa,"469,27",
MT,5107578,Rondolândia,"375,85",
MT,5107602,Rondonópolis,"843,62",
MT,5107701,Rosário Oeste,"465,66",
MT,5107743,Santa Cruz do Xingu,"639,44",
MT,5107750,Salto do Céu,"488,7",
MT,5107768,Santa Rita do Trivelato,"790,41",
MT,5107776,Santa Terezinha,"326,47",
MT,5107792,Santo Antônio do Leste,"481,45",
MT,5107800,Santo Antônio do Leverger,"460,13",
MT,5107859,São Félix do Araguaia,"461,47",
MT,5107875,Sapezal,"892,71",
MT,5107883,Serra Nova Dourada,"422,66",
MT,5107909,Sinop,"877,68",
MT,5107925,Sorriso,"988,74",
MT,5107941,Tabaporã,"546,51",
MT,5107958,Tangará da Serra,"846,59",
MT,5108006,Tapurah,"789,61",
MT,5108055,Terra Nova do Norte,"594,53",
MT,5108105,Tesouro,"415,93",
MT,5108204,Torixoréu,"564,83",
MT,5108303,União do Sul,"501,56",
MT,5108352,Vale de São Domingos,"479,66",
MT,5108402,Várzea Grande,"668,86",
MT,5108501,Vera,"494,23",
MT,5108600,Vila Rica,"658,27",
MT,5108808,Nova Guarita,"520,94",
MT,5108857,Nova Marilândia,"550,29",
MT,5108907,Nova Maringá,"629,46",
MT,5108956,Nova Monte verde,"586,65",
MT,5199919,São Gonçalo,,
PA,1500107,Abaetetuba,"293,01",
PA,1500131,Abel Figueiredo,"390,12",
PA,1500206,Acará,"199,34",
PA,1500305,Afuá,"163,98",
PA,1500347,Água Azul do Norte,"266,02",
PA,1500404,Alenquer,"215,33",
PA,1500503,Almeirim,"484,16",
PA,1500602,Altamira,"492,05",
PA,1500701,Anajás,"186,88",
PA,1500800,Ananindeua,"564,76",
PA,1500859,Anapu,"266,28",
PA,1500909,Augusto Corrêa,"159,05",
PA,1500958,Aurora do Pará,"184,39",
PA,1501006,Aveiro,"148,71",
PA,1501105,Bagre,"159,41",
PA,1501204,Baião,"226,99",
PA,1501253,Bannach,"416,31",
PA,1501303,Barcarena,"437,43",
PA,1501402,Belém,"853,82",
PA,1501451,Belterra,"241,57",
PA,1501501,Benevides,"385,83",
PA,1501576,Bom Jesus do Tocantins,"337,28",
PA,1501600,Bonito,"218,05",
PA,1501709,Bragança,"311,97",
PA,1501725,Brasil Novo,"408,55",
PA,1501758,Brejo Grande do Araguaia,"310,08",
PA,1501782,Breu Branco,"252,31",
PA,1501808,Breves,"209,14",
PA,1501907,Bujaru,"174,18",
PA,1501956,Cachoeira do Piriá,"130,4",
PA,1502004,Cachoeira do Arari,"209,79",
PA,1502103,Cametá,"226,99",
PA,1502152,Canaã dos Carajás,"517,33",
PA,1502202,Capanema,"356,27",
PA,1502301,Capitão Poço,"283,1",
PA,1502400,Castanhal,"467,32",
PA,1502509,Chaves,"198,83",
PA,1502608,Colares,"231,98",
PA,1502707,Conceição do Araguaia,"405,29",
PA,1502756,Concórdia do Pará,"260,68",
PA,1502764,Cumaru do Norte,"417,06",
PA,1502772,Curionópolis,"319,35",
PA,1502806,Curralinho,"188,88",
PA,1502855,Curuá,"180,94",
PA,1502905,Curuçá,"233,96",
PA,1502939,Dom Eliseu,"348,04",
PA,1502954,Eldorado dos Carajás,"281,12",
PA,1503002,Faro,"180,47",
PA,1503044,Floresta do Araguaia,"283,57",
PA,1503077,Garrafão do Norte,"229,91",
PA,1503093,Goianésia do Pará,"303,9",
PA,1503101,Gurupá,"191,06",
PA,1503200,Igarapé-Açu,"293,71",
PA,1503309,Igarapé-Miri,"196,34",
PA,1503408,Inhangapi,"245,7",
PA,1503457,Ipixuna do Pará,"188,48",
PA,1503507,Irituia,"224,25",
PA,1503606,Itaituba,"440,6",
PA,1503705,Itupiranga,"234,25",
PA,1503754,Jacareacanga,"289,16",
PA,1503804,Jacundá,"399,45",
PA,1503903,Juruti,"241,39",
PA,1504000,Limoeiro do Ajuru,"172,12",
PA,1504059,Mãe do Rio,"367,01",
PA,1504109,Magalhães Barata,"208,43",
PA,1504208,Marabá,"527,86",
PA,1504307,Maracanã,"221,89",
PA,1504406,Marapanim,"277,01",
PA,1504422,Marituba,"382,02",
PA,1504455,Medicilândia,"345,44",
PA,1504505,Melgaço,"135,21",
PA,1504604,Mocajuba,"229,18",
PA,1504703,Moju,"291,67",
PA,1504752,Mojuí dos Campos,,
PA,1504802,Monte Alegre,"231,65",
PA,1504901,Muaná,"230,14",
PA,1504950,Nova Esperança do Piriá,"160,34",
PA,1504976,Nova Ipixuna,"315,1",
PA,1505007,Nova Timboteua,"267,59",
PA,1505031,Novo Progresso,"658,31",
PA,1505064,Novo Repartimento,"256,37",
PA,1505106,Óbidos,"255,03",
PA,1505205,Oeiras do Pará,"181,86",
PA,1505304,Oriximiná,"332,29",
PA,1505403,Ourém,"285,61",
PA,1505437,Ourilândia do Norte,"466,52",
PA,1505486,Pacajá,"231,91",
PA,1505494,Palestina do Pará,"284,54",
PA,1505502,Paragominas,"507,16",
PA,1505536,Parauapebas,"627,61",
PA,1505551,Pau D'Arco,"279,72",
PA,1505601,Peixe-Boi,"234,4",
PA,1505635,Piçarra,"263,04",
PA,1505650,Placas,"231,94",
PA,1505700,Ponta de Pedras,"257,4",
PA,1505809,Portel,"195,22",
PA,1505908,Porto de Moz,"193,52",
PA,1506005,Prainha,"193,32",
PA,1506104,Primavera,"279,74",
PA,1506112,Quatipuru,"244,9",
PA,1506138,Redenção,"529,54",
PA,1506161,Rio Maria,"460,83",
PA,1506187,Rondon do Pará,"346,74",
PA,1506195,Rurópolis,"242,49",
PA,1506203,Salinópolis,"398,58",
PA,1506302,Salvaterra,"296,28",
PA,1506351,Santa Bárbara do Pará,"287,25",
PA,1506401,Santa Cruz do Arari,"161,13",
PA,1506500,Santa Isabel do Pará,"384,17",
PA,1506559,Santa Luzia do Pará,"217,11",
PA,1506583,Santa Maria das Barreiras,"253,55",
PA,1506609,Santa Maria do Pará,"323,98",
PA,1506708,Santana do Araguaia,"316,81",
PA,1506807,Santarém,"409,07",
PA,1506906,Santarém Novo,203,
PA,1507003,Santo Antônio do Tauá,"331,12",
PA,1507102,São Caetano de Odivelas,"247,8",
PA,1507151,São Domingos do Araguaia,"400,66",
PA,1507201,São Domingos do Capim,"189,39",
PA,1507300,São Félix do Xingu,"423,85",
PA,1507409,São Francisco do Pará,"279,19",
PA,1507458,São Geraldo do Araguaia,"322,95",
PA,1507466,São João da Ponta,"206,18",
PA,1507474,São João de Pirabas,"215,54",
PA,1507508,São João do Araguaia,"216,86",
PA,1507607,São Miguel do Guamá,"299,95",
PA,1507706,São Sebastião da Boa Vista,"202,85",
PA,1507755,Sapucaia,"426,86",
PA,1507805,Senador José Porfírio,"219,97",
PA,1507904,Soure,"300,59",
PA,1507953,Tailândia,"300,85",
PA,1507961,Terra Alta,"252,51",
PA,1507979,Terra Santa,"338,44",
PA,1508001,Tomé-Açu,"326,18",
PA,1508035,Tracuateua,"195,97",
PA,1508050,Trairão,"322,61",
PA,1508084,Tucumã,"517,86",
PA,1508100,Tucuruí,"534,02",
PA,1508126,Ulianópolis,"558,72",
PA,1508159,Uruará,"353,67",
PA,1508209,Vigia,"323,12",
PA,1508308,Viseu,"160,09",
PA,1508357,Vitória do Xingu,"323,18",
PA,1508407,Xinguara,"520,57",
PA,1599919,Monsarás,,
PA,1599939,Vila Franca,,
PB,2500106,Água Branca,"233,65",
PB,2500205,Aguiar,"407,32",
PB,2500304,Alagoa Grande,"287,94",
PB,2500403,Alagoa Nova,"272,81",
PB,2500502,Alagoinha,"284,64",
PB,2500536,Alcantil,"245,01",
PB,2500577,Algodão de Jandaíra,"218,7",
PB,2500601,Alhandra,"236,14",
PB,2500700,São João do Rio do Peixe,"306,87",
PB,2500734,Amparo,"225,5",
PB,2500775,Aparecida,"271,98",
PB,2500809,Araçagi,"230,52",
PB,2500908,Arara,"276,67",
PB,2501005,Araruna,"244,02",
PB,2501104,Areia,"319,92",
PB,2501153,Areia de Baraúnas,"270,54",
PB,2501203,Areial,"282,18",
PB,2501302,Aroeiras,"226,05",
PB,2501351,Assunção,"336,67",
PB,2501401,Baía da Traição,"231,78",
